LINE_ID,PRIVATE_LA,PGMN_WELL,CONS_AUTHO,COUNTY,TOWNSHIP,LOT,CONCESSION,AQUIFER_TY,AQUIFER_LI,STRATIGRAP,STRATI_DES,NO_RECORD,WELL_DEPTH,WEL_PIEZOM,SCREEN_HOL,lat,lon,ELVA_GROUN,SITE_ID
321,NOT PRIVATE LAND,W0000485-2,KAWARTHA REGION C.A.,DURHAM REGIONAL MUNICIPALITY,CARTWRIGHT,LOT 22,CON 2,N/A,N/A,N/A,N/A,N/A,6.18,10,N/A-  TO BE DETERMINED,44.09125,-78.731319,315.62,485
322,NOT PRIVATE LAND,W0000486-1,NOTTAWASAGA VALLEY C.A.,DUFFERIN COUNTY,AMARANTH,LOT 1,CON 11,OVERBURDEN,"SAND, GRAVEL",N/A,N/A,N/A,21.99,5.08,N/A-  TO BE DETERMINED,43.96656,-80.161336,497.29,486
323,NOT PRIVATE LAND,W0000187-2,RAISIN REGION C.A.,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",CHARLOTTENBURGH,LOT E,CON 1,OVERBURDEN,GRAVEL,2305278,N/A,N/A,7.6,5.08,OPEN AT END OF CASING,45.11569,-74.515336,47.51,187
324,NOT PRIVATE LAND,W0000457-1,NICKEL DISTRICT C.A.,SUDBURY DISTRICT,WALDEN,LOT 3,CON 6,BEDROCK,GRANITE,N/A,N/A,N/A,69.5,15.88,OPEN HOLE: 11 - 69.5M,46.4425,-81.104735,263.18,457
325,NOT PRIVATE LAND,W0000460-1,ST. CLAIR REGION C.A.,LAMBTON COUNTY,WARWICK,LOT 9,CON 1,OVERBURDEN,SAND,3408741,N/A,N/A,7.01,5.08,SCREEN: 3.96M-7.01M,43.00079,-81.947912,217.31,460
326,NOT PRIVATE LAND,W0000462-1,ST. CLAIR REGION C.A.,CHATHAM-KENT DIVISION,CHATHAM,LOT 12,CON 12,BEDROCK,SHALE,3310178,N/A,N/A,20.73,5.08,SCREEN: 17.37M-20.42M,42.55471,-82.247067,180,462
327,NOT PRIVATE LAND,W0000481-1,UPPER THAMES RIVER C.A.,OXFORD COUNTY,OXFORD (ON THAMES),LOT 9,CON 3W,INTERFACE,N/A,N/A,N/A,N/A,79.7,5.08,N/A-  TO BE DETERMINED,43.05381,-80.794455,331.54,481
328,NOT PRIVATE LAND,W0000024-2,GRAND RIVER C.A.,WELLINGTON COUNTY,PUSLINCH,LOT 15,CON 3,OVERBURDEN,SILT,6711653,N/A,N/A,25.91,3.81,SCREEN: 24.38M-25.9M,43.45143,-80.216248,331.97,24
329,NOT PRIVATE LAND,W0000024-4,GRAND RIVER C.A.,WELLINGTON COUNTY,PUSLINCH,LOT 15,CON 3,BEDROCK,LIMESTONE,6711653,N/A,N/A,39.6,4.78,SCREEN: 38.1M-39.6M,43.45143,-80.216248,332,24
330,NOT PRIVATE LAND,W0000079-1,GREY SAUBLE C.A.,BRUCE COUNTY,AMABEL,LOT 15,CON 14,BEDROCK,DOLOSTONE,N/A,OVERBURDEN - 0.76M; GUELPH DOLOSTONE - 21.79M; ERAMOSA DOLOSTONE - 41.8M,N/A,42.67,10.8,OPEN HOLE: 6.86M-41.8M,44.67023,-81.212399,204.09,79
331,NOT PRIVATE LAND,W0000080-1,NIAGARA PENINSULA C.A.,NIAGARA REGIONAL MUNICIPALITY,CAISTOR,LOT 16,CON 3,BEDROCK,DOLOSTONE,N/A,SILTY CLAY - 12.5M; DOLOSTONE - 14.1M,N/A,14.02,5.08,SLOTTED PIPE: 12.4M-14.1M,43.06916,-79.685392,193.33,80
332,NOT PRIVATE LAND,W0000168-1,CENTRAL LAKE ONTARIO C.A.,DURHAM REGIONAL MUNICIPALITY,CLARINGTON,LOT 18,CON 5,OVERBURDEN,SAND AND GRAVEL,1915928,N/A,N/A,28.6,5.08,SCREEN: 27-28.6M,43.97082,-78.74818,163.78,168
333,NOT PRIVATE LAND,W0000220-2,AUSABLE BAYFIELD C.A.,HURON COUNTY,GODERICH,LOT 56,BAYFIELD CON,OVERBURDEN,GRAVEL,N/A,GRAVEL - 7.32M,N/A,7.32,5.08,SCREEN: 4.88M-6.40M,43.58926,-81.590163,257.24,220
334,NOT PRIVATE LAND,W0000388-1,KAWARTHA REGION C.A.,VICTORIA COUNTY,MANVERS,LOT 11,CON 3,INTERFACE,GREY SAND AND GRAVEL,N/A,"BH-00-1 - GOLDER ASSOCIATES DEC 2000, TECHNICAL APPENDIX GROUNDWATER STUDY COUNTY OF VICTORIA:FINE TO MEDIUM SAND - 15M; SAND WITH GRAVEL - 35M; TILL - 20M; FINE SAND  - 26M; FINE SILTY SAND TILL - 73M;",N/A,171.15,5.08,SCREEN: 112 - 171.15M,44.10879,-78.63711,351.85,388
335,NOT PRIVATE LAND,W0000016-3,LONG POINT REGION C.A.,BRANT COUNTY,BURFORD,LOT 19,CON 13,BEDROCK,LIMESTONE,1300722,N/A,N/A,24.23,3.49,OPEN HOLE: 23.77M-24.23M,43.0057,-80.50891,251.31,16
336,NOT PRIVATE LAND,W0000099-1,ESSEX REGION C.A.,ESSEX COUNTY,COLCHESTER,LOT 14,GORE,BEDROCK,LIMESTONE,2101061,N/A,N/A,39.32,15.24,OPEN HOLE: 37.8M-39.3M,42.03141,-82.901376,192.58,99
337,NOT PRIVATE LAND,W0000106-2,ST. CLAIR REGION C.A.,LAMBTON COUNTY,MOORE,LOT 65,CON 11,INTERFACE,"CLAY TILL, SHALE",N/A,SAND - 3.66M; CLAY TILL - 32.61M; SHALE - 33.7M,N/A,33.71,5.08,SCREEN: 30.5M-33.4M,42.89802,-82.456928,179.7,106
338,NOT PRIVATE LAND,W0000118-2,RAISIN REGION C.A.,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",CORNWALL,LOT 34,CON 6,BEDROCK,LIMESTONE,5801235,N/A,N/A,22.89,5.08,OPEN HOLE:19.8 ~ 22.8 M,45.05707,-74.894065,93.5,118
339,NOT PRIVATE LAND,W0000295-1,HAMILTON REGION C.A.,HAMILTON CITY,BEVERLY,LOT 30,CON 3,BEDROCK,DOLOSTONE,6813990,N/A,N/A,11,5.08,SCREEN: 8.6M-10.1M,43.29826,-80.074812,247.414,295
340,NOT PRIVATE LAND,W0000259-3,GANARASKA REGION C.A.,NORTHUMBERLAND COUNTY,HOPE,LOT 3,CON 2,OVERBURDEN,"GRAVEL, SAND",4513209,N/A,N/A,21.4,5.08,SCREEN : 18.3 - 21.4M,43.97337,-78.28885,101.55,259
341,NOT PRIVATE LAND,W0000159-3,QUINTE CONSERVATION,PRINCE EDWARD COUNTY,HALLOWELL,LOT 21,CON 1,BEDROCK,GREY AND BROWN LIMESTONE,5307084,N/A,N/A,27.7,15.88,OPEN HOLE: 6.7 - 27.7M,44.00511,-77.124093,109.4,159
342,NOT PRIVATE LAND,W0000345-1,MAITLAND VALLEY C.A.,HURON COUNTY,COLBORNE,LOT 5,CON 8,BEDROCK,LIMESTONE,3007478,N/A,N/A,71.93,15.88,OPEN HOLE: 44.2M-71.93M,43.77853,-81.650625,249.78,345
343,NOT PRIVATE LAND,W0000245-2,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,VESPRA,LOT 13,CON 5,OVERBURDEN,SAND,N/A,"SAND - 19.8M; SAND, GRAVEL - 24.4M; CLAY - 27.4M; SAND 43.6M; CLAY -58.8M; SAND - 76.2M",N/A,76.2,5.08,SCREEN: 61.6M-67.4M,44.43515,-79.74211,240.59,245
344,NOT PRIVATE LAND,W0000358-1,ESSEX REGION C.A.,ESSEX COUNTY,MALDEN,LOT 57,N/A,INTERFACE,"GRAVEL, LIMESTONE",2105704,N/A,N/A,19.2,15.88,OPEN HOLE: 17.68M-19.20M,42.03783,-83.030546,177.85,358
345,NOT PRIVATE LAND,W0000009-1,LONG POINT REGION C.A.,HALDIMAND-NORFOLK REGIONAL MUNICIPALITY,MIDDLETON,LOT 24,CON 4,OVERBURDEN,SAND,4400966,N/A,N/A,10.97,12.38,SCREEN: 9.6M-10.2M,42.79699,-80.591324,234.45,9
346,NOT PRIVATE LAND,W0000031-1,HAMILTON REGION C.A.,WELLINGTON COUNTY,PUSLINCH,LOT 34,GORE,BEDROCK,LIMESTONE,6705976,N/A,N/A,27.43,20.32,OPEN HOLE: 4.57M-27.4M,43.42179,-80.103001,294.891,31
347,PRIVATE LAND,W0000034-1,HAMILTON REGION C.A.,HAMILTON CITY,BEVERLY,LOT 28,CON 5,BEDROCK,LIMESTONE,6813500,N/A,N/A,8.53,10.8,SCREEN: 3.96M-8.5M,0,0,261.878,34
348,NOT PRIVATE LAND,W0000086-1,RIDEAU VALLEY C.A.,OTTAWA-CARLETON REGIONAL MUNICIPALITY,RIDEAU,LOT 21,CON 1,BEDROCK,GREY LIMESTONE,1500325,N/A,N/A,25.9,15.85,OPEN HOLE: 19.5 - 25.9 M,45.24543,-75.701737,86.46,86
349,NOT PRIVATE LAND,W0000133-1,QUINTE CONSERVATION,FRONTENAC COUNTY,PORTLAND,LOT 9,CON 9,BEDROCK,BLACK GRANITE,2206051,N/A,N/A,20.31,15.88,OPEN HOLE: 6.7-20.31M,44.46476,-76.688423,145.26,133
350,PRIVATE LAND,W0000355-1,RIDEAU VALLEY C.A.,LEEDS AND GRENVILLE UNITED COUNTIES,OXFORD (ON RIDEAU),LOT 14,CON 6,BEDROCK,GREY LIMESTONE,2409788,#NAME?,N/A,25.3,16,OPEN HOLE: 7.3 - 25.3M,0,0,100.26,355
351,NOT PRIVATE LAND,W0000466-1,LAKEHEAD REGION C.A.,THUNDER BAY DISTRICT,OLIVER,LOT 19,CON 1,OVERBURDEN,BROWN GRAVEL,6107454,N/A,N/A,12.2,15.88,OPEN HOLE 10.4 - 12.2M,48.40231,-89.611693,273.89,466
352,PRIVATE LAND,W0000359-1,ESSEX REGION C.A.,ESSEX COUNTY,GOSFIELD,LOT 8,CON 2,BEDROCK,LIMESTONE,2105703,N/A,N/A,41.15,15.88,OPEN HOLE: 40.5M-41.1M,0,0,203.27,359
353,NOT PRIVATE LAND,W0000362-2,NIAGARA PENINSULA C.A.,NIAGARA REGIONAL MUNICIPALITY,PELHAM,LOT 1,CON 8,OVERBURDEN,SAND,N/A,FINE SAND - 14.2M,N/A,5.5,5.08,SCREEN: 4.2M-5.5M,43.04708,-79.28719,196.7,362
354,NOT PRIVATE LAND,W0000157-3,RIDEAU VALLEY C.A.,OTTAWA-CARLETON REGIONAL MUNICIPALITY,RIDEAU,LOT 3,CON 1,BEDROCK,LIMESTONE WITH SHALE,1532865,N/A,N/A,30.28,5.08,OPEN HOLE: 28.13-30.99M,45.05505,-75.681498,88.6,157
355,NOT PRIVATE LAND,W0000170-2,LONG POINT REGION C.A.,HALDIMAND-NORFOLK REGIONAL MUNICIPALITY,WINDHAM,LOT 11,CON 12,OVERBURDEN,SAND,4407913,N/A,N/A,7.62,5.08,SCREEN: 6.1M-7.6M,42.86837,-80.393467,238,170
356,NOT PRIVATE LAND,W0000284-1,AUSABLE BAYFIELD C.A.,HURON COUNTY,STEPHEN,LOT 12,ABUTTING NORTH BOUNDARY,OVERBURDEN,"SILT, SAND",3007467,N/A,N/A,7.92,5.08,SCREEN: 4.88M-7.92M,43.35132,-81.559311,243.83,284
357,NOT PRIVATE LAND,W0000177-2,SAUGEEN VALLEY C.A.,GREY COUNTY,SULLIVAN,LOT 22,CON 3,BEDROCK,DOLOSTONE,2504263,N/A,N/A,14.94,6.05,SLOTTED PIPE: 14.02M-14.94M,44.35649,-80.910807,309.15,177
358,NOT PRIVATE LAND,W0000437-1,UPPER THAMES RIVER C.A.,MIDDLESEX COUNTY,LONDON,LOT 2,CON 4,OVERBURDEN,SAND,4113682,N/A,N/A,32.31,20.96,SCREEN: 28.0M-31.1M,43.04843,-81.180786,276.5,437
359,PRIVATE LAND,W0000438-1,LOWER THAMES VALLEY C.A.,CHATHAM-KENT DIVISION,HOWARD,LOT 15,CON 1,OVERBURDEN,"SAND, GRAVEL",3305418,N/A,N/A,19.81,5.08,SCREEN: 15.5M-18.9M,0,0,181.93,438
360,PRIVATE LAND,W0000142-1,QUINTE CONSERVATION,PRINCE EDWARD COUNTY,AMELIASBURGH,LOT 75,CON 3,BEDROCK,GREY LIMESTONE,5302933,N/A,N/A,44,20.96,OPEN HOLE: 3-44M,0,0,110.86,142
361,NOT PRIVATE LAND,W0000162-1,AUSABLE BAYFIELD C.A.,HURON COUNTY,TUCKERSMITH,LOT 12,CON 1,BEDROCK,LIMESTONE,3002593,N/A,N/A,85.04,12.7,OPEN HOLE: 16.2M-85.0M,43.5499,-81.403428,310.98,162
362,NOT PRIVATE LAND,W0000005-1,CONSERVATION HALTON,HAMILTON CITY,EAST FLAMBOROUGH,LOT 9,CON 6,OVERBURDEN,GRAVEL,6812863,N/A,N/A,12.8,14.92,OPEN HOLE AT END OF PIEZOMETER: 12.8M-12.8M,43.36691,-79.955456,263.799,5
363,NOT PRIVATE LAND,W0000115-2,KAWARTHA REGION C.A.,VICTORIA COUNTY,MARIPOSA,LOT 16,CON 14,INTERFACE,GRAVEL / LIMESTONE - TO BE CONFIRMED,N/A,N/A,6417173 /6407109/6414780/6402185,6.36,3.18,N/A-  TO BE DETERMINED,44.39775,-78.90858,279.05,115
364,NOT PRIVATE LAND,W0000119-2,RAISIN REGION C.A.,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",OSNABRUCK,LOT 27,CON 8,BEDROCK,LIMESTONE,5802659,N/A,N/A,27.92,5.08,OPEN HOLE: 23 ~ 27.9 M,45.08314,-75.096301,95.96,119
365,NOT PRIVATE LAND,W0000152-1,QUINTE CONSERVATION,LENNOX AND ADDINGTON COUNTY,SHEFFIELD,LOT 5,CON 6,BEDROCK,"LIMESTONE, SANDSTONE, GRANITE",3709584,N/A,N/A,24.7,15.88,OPEN HOLE: 6.7 - 24.7M,44.48274,-77.000163,167.13,152
366,NOT PRIVATE LAND,W0000413-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,KORAH,SEC 13,N/A,OVERBURDEN,SAND,N/A,"COARSE SAND AND GRAVEL 5.5M, COARSE GRAVEL 8.75M, RED GRANITE  9.14 M.",N/A,9.14,15.88,SCREEN : 7.32- 8.53 M,46.58082,-84.363078,311.83,413
367,NOT PRIVATE LAND,W0000039-1,LAKE SIMCOE REGION C.A.,DURHAM REGIONAL MUNICIPALITY,UXBRIDGE,LOT 15,CON 7,OVERBURDEN,SAND,1915186,N/A,N/A,18.8,5.08,SCREEN: 15.0M-18.0M,44.05791,-79.087002,334.62,39
368,NOT PRIVATE LAND,W0000165-2,CREDIT VALLEY CONSERVATION,PEEL REGIONAL MUNICIPALITY,CALEDON,LOT 1,CON 2,OVERBURDEN,CLAYEY SILT,4909397,N/A,N/A,6.1,3.81,SCREEN: 3.05M-6.1M,43.82235,-79.897755,281.72,165
369,NOT PRIVATE LAND,W0000098-1,GREY SAUBLE C.A.,GREY COUNTY,SYDENHAM,LOT 13,CON 5,BEDROCK,LIMESTONE,N/A,N/A,2514735,13.5,16.21,OPEN HOLE,44.55714,-80.802846,331.03,98
370,NOT PRIVATE LAND,W0000107-1,UPPER THAMES RIVER C.A.,MIDDLESEX COUNTY,DORCHESTER,LOT 15,CON B,OVERBURDEN,N/A,N/A,N/A,"4111349, 4111350",8.86,5.08,N/A-  TO BE DETERMINED,42.97393,-81.034056,258.53,107
371,PRIVATE LAND,W0000030-1,CONSERVATION HALTON,HALTON REGIONAL MUNICIPALITY,TRAFALGAR,LOT 33,CON 1,OVERBURDEN,"GRAVEL, SAND",2808925,N/A,N/A,43.89,5.72,SCREEN: 42.5M-43.28M,0,0,154.161,30
372,NOT PRIVATE LAND,W0000176-1,SAUGEEN VALLEY C.A.,GREY COUNTY,NORMANBY,LOT 3,CON 18,BEDROCK,LIMESTONE,2503862,N/A,N/A,26.82,12.7,OPEN HOLE: 22.6M-26.8M,44.11653,-81.005961,270.04,176
373,PRIVATE LAND,W0000399-1,MISSISSIPPI VALLEY C.A.,LANARK COUNTY,LANARK,LOT 6,CON 2,BEDROCK,WHITE LIMESTONE,N/A,N/A,3507371/3500915/3505882/3504621,20.1,15.88,OPEN HOLE: 1.2 - 20.1 M,0,0,176.35,399
374,PRIVATE LAND,W0000236-1,LOWER THAMES VALLEY C.A.,CHATHAM-KENT DIVISION,TILBURY EAST,LOT 9,CON 15,OVERBURDEN,"GRAVEL, SAND",3304480,N/A,N/A,50.9,10.8,OPEN HOLE: 50.9M-50.9M,0,0,189.81,236
375,NOT PRIVATE LAND,W0000112-1,ESSEX REGION C.A.,ESSEX COUNTY,COLCHESTER,LOT 16,CON 7,INTERFACE,"SILTY TILL, SAND, SILT",N/A,CLAYEY SILT - 10.4M; SILT TILL - 16.7M; SILT - 25.6M; LIMESTONE - 32.8M,N/A,32.77,12.06,SCREEN: 28.2M-30.8 M,42.09245,-82.854494,190,112
376,PRIVATE LAND,W0000356-3,NIAGARA PENINSULA C.A.,NIAGARA REGIONAL MUNICIPALITY,STAMFORD,LOT 17,N/A,OVERBURDEN,"SAND, GRAVEL",6603734,N/A,N/A,42.87,4.78,N/A-  TO BE DETERMINED,0,0,187.34,356
377,NOT PRIVATE LAND,W0000169-1,LONG POINT REGION C.A.,HALDIMAND-NORFOLK REGIONAL MUNICIPALITY,WALSINGHAM,LOT 13,CON 4,OVERBURDEN,SAND,4407897,N/A,N/A,12.5,5.08,SCREEN: 9.45M-12.50M,42.65887,-80.510602,208.23,169
378,NOT PRIVATE LAND,W0000218-5,UPPER THAMES RIVER C.A.,PERTH COUNTY,NORTH EASTHOPE,LOT 20,CON 2,BEDROCK,LIMESTONE,5005360,N/A,N/A,60.96,15.88,OPEN HOLE: 60.05M-60.96M,43.38006,-80.835181,368.9,218
379,NOT PRIVATE LAND,W0000170-3,LONG POINT REGION C.A.,HALDIMAND-NORFOLK REGIONAL MUNICIPALITY,WINDHAM,LOT 11,CON 12,BEDROCK,"LIMESTONE, SHALE",4407912,N/A,N/A,48.46,13.02,OPEN HOLE: 45.1M-48.5M,42.86837,-80.393467,238,170
380,NOT PRIVATE LAND,W0000134-1,QUINTE CONSERVATION,FRONTENAC COUNTY,KENNEBEC,LOT 14,CON 8,BEDROCK,LIMESTONE,2207642,N/A,N/A,27.4,15.88,OPEN HOLE: 7.9-27.4M,44.72063,-76.92799,190.98,134
381,NOT PRIVATE LAND,W0000154-1,QUINTE CONSERVATION,LENNOX AND ADDINGTON COUNTY,RICHMOND,LOT 14,CON 7,BEDROCK,GREY LIMESTONE,3709581,N/A,N/A,9.21,15.88,OPEN HOLE: 6.42~9.82M,44.33867,-77.039212,122.19,154
382,NOT PRIVATE LAND,W0000299-1,SAUGEEN VALLEY C.A.,BRUCE COUNTY,CULROSS,LOT 35,CON 14,OVERBURDEN,GRAVEL,1410429,N/A,N/A,25.91,5.08,SCREEN: 22.9M-25.9M,44.05922,-81.403799,277.59,299
383,NOT PRIVATE LAND,W0000301-1,SAUGEEN VALLEY C.A.,BRUCE COUNTY,ELDERSLIE,LOT 7,CON 8,OVERBURDEN,SAND,1410430,N/A,N/A,57,5.08,SCREEN: 53.34M-53.95M,44.33815,-81.228118,260.24,301
384,NOT PRIVATE LAND,W0000114-4,GANARASKA REGION C.A.,DURHAM REGIONAL MUNICIPALITY,CLARINGTON,LOT 22,CON 5,OVERBURDEN,SAND AND GRAVEL,1900956,N/A,N/A,15.12,3.81,SCREEN: 12.5 - 14M,43.99734,-78.5924,236.74,114
385,PRIVATE LAND,W0000192-1,OTONABEE REGION C.A.,PETERBOROUGH COUNTY,MONAGHAN,LOT 3,CON 1,OVERBURDEN,FINE GRAVEL /  COARSE SAND,4502540,N/A,N/A,37.2,15.88,SCREEN 36.2 - 37.2M,0,0,212.25,192
386,NOT PRIVATE LAND,W0000209-1,GANARASKA REGION C.A.,NORTHUMBERLAND COUNTY,HOPE,LOT 17,CON 8,OVERBURDEN,SAND,1903467,N/A,N/A,79.6,15.88,SCREEN: 35.98 - 37.19M,44.05805,-78.40786,176.75,209
387,PRIVATE LAND,W0000211-1,LOWER THAMES VALLEY C.A.,ESSEX COUNTY,TILBURY WEST,LOT 4,CON 9,BEDROCK,LIMESTONE,2103982,N/A,N/A,30.94,10.16,OPEN HOLE: 30.2M-30.94M,0,0,185.47,211
388,NOT PRIVATE LAND,W0000212-1,LOWER TRENT REGION C.A.,HASTINGS COUNTY,HUNTINGDON,LOT 11,CON 7,BEDROCK,LIMESTONE,2919766,N/A,N/A,15.29,15.88,OPEN HOLE: 13.4 - 15.29M,44.40627,-77.43649,158.83,212
389,NOT PRIVATE LAND,W0000014-1,LONG POINT REGION C.A.,HALDIMAND-NORFOLK REGIONAL MUNICIPALITY,WINDHAM,LOT 8,CON 5,OVERBURDEN,GRAVEL,4403135,N/A,N/A,42.37,17.78,OPEN HOLEAT THE BOTTOM: 37.5M-39.0M,42.95178,-80.402284,245.3,14
390,NOT PRIVATE LAND,W0000010-1,TORONTO AND REGION C.A.,DURHAM REGIONAL MUNICIPALITY,PICKERING,LOT 12,CON 7,OVERBURDEN,SILTY SAND,4605547,N/A,N/A,72.54,4.78,SCREEN: 71.63M-72.54M,43.96002,-79.083897,179.71,10
391,NOT PRIVATE LAND,W0000164-3,CREDIT VALLEY CONSERVATION,WELLINGTON COUNTY,ERIN,LOT 23,CON 8,OVERBURDEN,"SAND, GRAVEL",6714839,N/A,N/A,13.26,5.08,SCREEN: 11.43M-12.95M,43.78441,-80.134382,427.76,164
392,NOT PRIVATE LAND,W0000068-1,GREY SAUBLE C.A.,GREY COUNTY,COLLINGWOOD,LOT 32,CON 9,OVERBURDEN,"SAND, GRAVEL",2502842,N/A,N/A,22.86,5.56,SLOTTED PIPE: 16.76M - 22.86 M,44.55926,-80.44855,188.13,68
393,PRIVATE LAND,W0000137-1,QUINTE CONSERVATION,LENNOX AND ADDINGTON COUNTY,CAMDEN EAST,LOT 18,CON 2,BEDROCK,"BUFF AND GREEN SILTSTONE, LIMESTONE",N/A,N/A,3700212/3702838,31.29,20.96,N/A-  TO BE DETERMINED,0,0,108.61,137
394,PRIVATE LAND,W0000144-1,QUINTE CONSERVATION,PRINCE EDWARD COUNTY,SOPHIASBURGH,LOT 58,CON 2,BEDROCK,GREY LIMESTONE,5303644,N/A,N/A,13.7,15.88,OPEN HOLE: 4.3 - 13.7M,0,0,94.57,144
395,PRIVATE LAND,W0000060-1,TORONTO AND REGION C.A.,YORK REGIONAL MUNICIPALITY,KING,LOT 10,CON 7,OVERBURDEN,GRAVEL,6923544,N/A,N/A,192.63,5.08,SCREEN: 186.7M-189.8M,0,0,266.89,60
396,NOT PRIVATE LAND,W0000063-3,LAKE SIMCOE REGION C.A.,YORK REGIONAL MUNICIPALITY,EAST GWILLIMBURY,LOT 111,CON 1,OVERBURDEN,SAND,6925900,N/A,N/A,21.5,3,SCREEN: 14.5M-15.1M,44.10929,-79.508225,224.53,63
397,PRIVATE LAND,W0000193-1,OTONABEE REGION C.A.,PETERBOROUGH COUNTY,SMITH,LOT 30,CON 17,BEDROCK,GREY LIMESTONE / RED GRANITE,5116850,N/A,N/A,64,15.88,OPEN HOLE : 6.1-64.0M,0,0,284.54,193
398,NOT PRIVATE LAND,W0000221-1,SAUGEEN VALLEY C.A.,BRUCE COUNTY,BRANT,LOT 23,CON 3,BEDROCK,"LIMESTONE, SHALE",1405166,N/A,N/A,28.04,12.7,OPEN HOLE: 6.1M-28.0M,44.10624,-81.151666,288,221
399,NOT PRIVATE LAND,W0000222-1,CATARAQUI REGION C.A.,FRONTENAC COUNTY,BEDFORD,LOT 2,CON 9,BEDROCK,GRANITE,2200184,N/A,N/A,26.37,15.88,OPEN HOLE: 3.0 - 26.37M,44.55202,-76.498354,177.99,222
400,NOT PRIVATE LAND,W0000408-1,LAKE SIMCOE REGION C.A.,SIMCOE COUNTY,MARA,LOT 15,CON C,BEDROCK,LIMESTONE,5727603,N/A,N/A,13.72,15.88,OPEN HOLE: 6.7M-13.7M,44.47687,-79.177427,226.89,408
401,NOT PRIVATE LAND,W0000409-1,KETTLE CREEK C.A.,ELGIN COUNTY,SOUTHWOLD,LOT 36,TALBOT ROAD SOUTH SIDE,OVERBURDEN,"SAND, GRAVEL",2006310,N/A,N/A,55.2,10.48,SCREEN: 51.8M-54.5M,42.78725,-81.267407,220.54,409
402,PRIVATE LAND,W0000064-1,CREDIT VALLEY CONSERVATION,HALTON REGIONAL MUNICIPALITY,ESQUESING,LOT 24,CON 3,BEDROCK,LIMESTONE,2807500,N/A,N/A,36.58,15.88,OPEN HOLE: 6.4M-36.6M,0,0,361.95,64
403,NOT PRIVATE LAND,W0000473-1,LAKEHEAD REGION C.A.,THUNDER BAY DISTRICT,SHUNIAH,SECTION 8,CON 8,BEDROCK,RED MUDSTONE AND SANDSTONE,N/A,N/A,N/A,60.1,15.88,OPEN HOLE: 7.9 - 60.1M,48.63157,-88.764926,329.14,473
404,NOT PRIVATE LAND,W0000019-1,CREDIT VALLEY CONSERVATION,DUFFERIN COUNTY,GARAFRAXA,LOT 1,CON B,OVERBURDEN,"SAND, GRAVEL, CLAY",1705664,N/A,N/A,19.2,5.08,SCREEN: 17.68M-19.20M,43.88992,-80.122857,448.85,19
456,NOT PRIVATE LAND,W0000250-1,LOWER THAMES VALLEY C.A.,CHATHAM-KENT DIVISION,ZONE,LOT 11,CON 9,OVERBURDEN,"SAND, GRAVEL",3300023,N/A,N/A,10.52,15.24,SCREEN: 9.05M-9.66M,42.62692,-81.877585,208.09,250
457,NOT PRIVATE LAND,W0000329-1,TORONTO AND REGION C.A.,PEEL REGIONAL MUNICIPALITY,ALBION,LOT 20,CON 4,OVERBURDEN,SAND,4905007,N/A,N/A,51.82,15.88,SCREEN: 46.9M-50.0M,43.90544,-79.827034,283.05,329
458,NOT PRIVATE LAND,W0000476-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,NORTH DUMFRIES,LOT 24,CON 7,OVERBURDEN,"GRAVEL, SAND",7052791,N/A,N/A,69.3,6,SCREEN: 54.0-57.0M,43.29214,-80.38536,307.926,476
459,NOT PRIVATE LAND,W0000467-1,LAKEHEAD REGION C.A.,THUNDER BAY DISTRICT,OLIVER,LOT 7,CON 1,BEDROCK,BLACK SHALE,6107448,N/A,N/A,60.1,15.88,OPEN HOLE: 6.1 - 60.1M,48.41132,-89.496668,284.68,467
460,NOT PRIVATE LAND,W0000479-1,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,ESSA,LOT 29,CON 10,OVERBURDEN,"SAND, SILT",N/A,N/A,N/A,117.2,6.35,SCREEN: 83.52M-90.22M,44.33925,-79.769181,230.01,479
461,NOT PRIVATE LAND,W0000480-1,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,INNISFIL,LOT 1,CON 7,OVERBURDEN,"SAND, GRAVEL",5728376,N/A,N/A,32.61,15.75,SCREEN: 30.18-32.61M,44.2697,-79.720175,291.13,480
462,NOT PRIVATE LAND,W0000101-1,ESSEX REGION C.A.,ESSEX COUNTY,COLCHESTER,LOT 14,GORE,OVERBURDEN,"SAND, GRAVEL",2103851,N/A,N/A,11.28,15.24,SCREEN: 5.85M-9.69M,42.03269,-82.900557,192.45,101
463,PRIVATE LAND,W0000102-1,ESSEX REGION C.A.,ESSEX COUNTY,GOSFIELD,LOT 17,CON 11,INTERFACE,SILT & CLAY,2104435,"DUNDEE FORMATION,",N/A,34.78,11.6,SCREEN,0,0,190,102
464,NOT PRIVATE LAND,W0000023-1,GRAND RIVER C.A.,DUFFERIN COUNTY,AMARANTH,LOT 5,CON 10,BEDROCK,LIMESTONE,1705612,N/A,N/A,29.87,14.4,OPEN HOLE: 26.82M-29.87M,43.90437,-80.302065,477.839,23
