PGMN_WELL	SampleDate	SampleNumber	LabName	Ionbalance	Comments
W0000386-1	2006-04-21	B06-11196-3	Caduceon Environmental Laboratories		Incomplete General Chemistry - Nutrients only - see analyses L66281 for General Chemistry and Metals
W0000386-1	2007-09-25	CA10730-SEP07-6	SGS Lakefield Research Limited		Incomplete General Chemistry - CATIONS missing; Alkalinity missing
W0000386-1	2008-09-30	C163367-0004	MOE	15.0	Ionic balance > 5%, use with caution; Inconsistent with other results;
W0000386-1	2009-10-06	C171806-0002	MOE	4.7	Use with caution - Inconsistent with other results
W0000386-1	2010-09-29	C180400-0005	MOE	0.3	Use with caution - Inconsistent with other results
W0000386-1	2011-10-11	C189284-0001	MOE	3.3	
W0000386-1	2012-09-27	C197661-0002	MOE	30.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000386-1	2013-09-30	C206564-0001	MOE	4.8	Use with caution - Inconsistent with other results
W0000386-1	2014-10-07	C215340-0003	MOE	9.2	Use with caution - Inconsistent with other results;
W0000386-1	2015-10-13	C224417-0004	MOE	0.8	Use with caution - Inconsistent with other results
W0000387-1	2004-09-08	C119011-0001	MOE	4.9	
W0000387-1	2006-04-21	L66282	Maxxam Analytics Inc 		Aluminum suspect;
W0000387-1	2006-04-21	B06-11196-4	Caduceon Environmental Laboratories		Incomplete General Chemistry - Nutrients only - see analyses L66282 for General Chemistry and Metals
W0000387-1	2007-09-25	CA10730-SEP07-7	SGS Lakefield Research Limited		Incomplete General Chemistry - CATIONS missing; Alkalinity missing
W0000387-1	2008-09-30	C163367-0005	MOE	3.4	
W0000387-1	2009-10-06	C171806-0001	MOE	8.2	
W0000387-1	2010-09-29	C180400-0001	MOE	4.0	
W0000387-1	2011-10-05	C189285-0004	MOE	2.2	
W0000387-1	2012-09-27	C197661-0003	MOE	3.3	
W0000387-1	2013-09-30	C206564-0002	MOE	0.49	
W0000387-1	2014-10-07	C215340-0002	MOE	1.4	
W0000387-1	2015-10-13	C224417-0005	MOE	3.3	
W0000388-1	2004-10-26	C120477-0001	MOE	27.0	Ionic balance > 10%, use with caution; Chloride suspect
W0000388-1	2006-04-28	L78534	Maxxam Analytics Inc 		 
W0000388-1	2006-04-28	B06-12447-2	Caduceon Environmental Laboratories		Incomplete General Chemistry - Nutrients only - see analyses L78534 for General Chemistry and Metals
W0000388-1	2007-09-25	CA10730-SEP07-11	SGS Lakefield Research Limited		Incomplete General Chemistry - CATIONS missing; Alkalinity missing
W0000388-1	2008-10-01	C163367-0006	MOE	1.7	
W0000388-1	2009-10-08	C171806-0006	MOE	4.4	
W0000388-1	2010-10-20	C181013-0001	MOE	18.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000388-1	2011-10-06	C189285-0005	MOE	0.27	
W0000388-1	2012-09-26	C197612-0001	MOE	0.15	
W0000388-1	2013-10-09	C206935-0001	MOE	1.4	
W0000388-1	2014-10-06	C215340-0001	MOE	3.9	
W0000388-1	2015-10-27	C224914-0001	MOE	9.4	
W0000389-3	2004-10-06	C119939-0001	MOE	8.4	
W0000390-1	2003-11-25	C111541-0001	MOE	5.5	Use with caution - Inconsistent with other results
W0000390-1	2005-09-26	C130357-0001	MOE	8.2	Use with caution - Inconsistent with other results
W0000390-1	2005-10-14	C131131-0001	MOE	2.4	Use with caution - Inconsistent with other results
W0000390-1	2007-01-19	07A0921	Near North Laboratories Inc		Ionic balance > 10%, use with caution; Chloride suspect
W0000390-1	2007-10-19	07J1186	Near North Laboratories Inc		Use with caution - Inconsistent with other results
W0000391-1	2003-11-27	C111541-0004	MOE	7.1 	
W0000391-1	2007-01-16	07A0728	Near North Laboratories Inc		Ionic Balance > 60%, use with caution; Inconsistent with other results; Cations belong to w274-1; METALS suspect
W0000391-1	2007-10-15	07J1079	Near North Laboratories Inc		 
W0000391-1	2008-09-30	C163366-0003	MOE	7.6 	
W0000391-1	2009-11-10	C172833-0003	MOE	12 	Ionic balance > 5%, use with caution;
W0000391-1	2010-10-14	C180823-0003	MOE	 [ NDID  ] 	
W0000391-1	2011-10-12	C189277-0001	MOE	0.091	
W0000391-1	2011-10-12	C189277-0003	MOE	0.37	
W0000391-1	2013-10-08	C206894-0001	MOE	0.97	
W0000391-1	2015-04-21	C219166-0004	MOE		
W0000392-1	2003-11-27	C111541-0003	MOE	3.5	
W0000392-1	2007-01-16	07A0727	Near North Laboratories Inc		Ionic balance > 5%, use with caution;
W0000392-1	2007-10-17	07J1080	Near North Laboratories Inc		
W0000392-1	2008-09-30	C163366-0004	MOE	5.5	
W0000392-1	2009-11-10	C172833-0004	MOE	5.7	
W0000392-1	2010-10-13	C180823-0001	MOE	7.0	
W0000392-1	2011-10-11	C189276-0001	MOE	1.8	
W0000392-1	2013-10-02	C206613-0002	MOE	0.42	
W0000392-1	2015-04-21	C219166-0002	MOE		
W0000393-1	2004-06-03	C115916-0001	MOE	2.3	
W0000393-1	2006-11-07	393-1-0611	SGS Lakefield Research Limited	-3.17	 
W0000393-1	2007-10-31	CA10019-NOV07-01	SGS Lakefield Research Limited	3.9900000094999997	 
W0000393-1	2008-10-15	C163702-0003	MOE	41.0	Ionic balance > 15%, use with caution; Calcium suspect
W0000393-1	2009-11-02	C172561-0002	MOE	1.1	
W0000393-1	2010-10-18	C180819-0003	MOE	4.3	
W0000393-1	2011-10-31	C189945-0002	MOE	3.3	
W0000393-1	2012-10-02	C197758-0003	MOE	4.9	
W0000393-1	2013-10-15	C207005-0002	MOE	0.2	
W0000394-1	2004-06-02	C115908-0001	MOE	4.5 	
W0000394-1	2008-10-14	C163649-0001	MOE	7.2 	
W0000394-1	2009-10-13	C171937-0001	MOE	 [ NDID  ] 	
W0000394-1	2010-10-25	C181142-0001	MOE	4.1 	
W0000394-1	2011-10-24	C189769-0001	MOE	3.5	
W0000394-1	2012-10-22	C198359-0001	MOE	0.34	
W0000394-1	2013-10-21	C207285-0001	MOE	5.7	
W0000394-1	2014-10-21	C215803-0001	MOE	0.6	
W0000395-1	2004-06-01	C115906-0001	MOE	4.0	
W0000395-1	2008-10-14	C163649-0002	MOE	11.0	
W0000395-1	2009-10-05	C171665-0001	MOE	4.2	
W0000395-1	2010-10-25	C181142-0002	MOE	3.4	
W0000395-1	2011-10-24	C189769-0002	MOE	7.8	
W0000395-1	2012-10-22	C198359-0002	MOE	4.3	
W0000395-1	2013-10-21	C207285-0002	MOE	15.0	Ionic balance > 5%, use with caution;
W0000395-1	2013-10-21	C207285-0005	MOE	2.7	
W0000395-1	2014-10-21	C215803-0002	MOE	3.9	
W0000395-1	2015-10-05	C224070-0001	MOE	1.1	
W0000396-1	2004-06-01	C115907-0001	MOE	6.4	
W0000396-1	2008-10-14	C163649-0003	MOE	2.9	
W0000396-1	2009-10-05	C171665-0002	MOE	3.7	
W0000396-1	2010-10-26	C181142-0003	MOE	3.2	
W0000396-1	2011-10-24	C189769-0003	MOE	13.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000396-1	2012-10-22	C198359-0003	MOE	4.5	
W0000396-1	2013-10-21	C207285-0003	MOE	0.11	
W0000396-1	2014-10-21	C215803-0003	MOE	1.9	
W0000396-1	2015-10-05	C224070-0002	MOE	2.1	
W0000397-1	2004-06-02	C115909-0001	MOE	11.0	
W0000397-1	2008-10-14	C163649-0004	MOE	6.0	
W0000397-1	2009-10-05	C171665-0003	MOE	5.4	
W0000397-1	2010-10-25	C181142-0004	MOE	2.7	
W0000397-1	2011-10-24	C189769-0004	MOE	25.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000397-1	2012-10-22	C198359-0004	MOE	13.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000397-1	2013-10-21	C207285-0004	MOE	1.2	
W0000397-1	2014-10-21	C215803-0004	MOE	27.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000397-1	2015-10-05	C224070-0003	MOE	14.0	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000398-1	2004-04-06	C114519-0001	MOE	2.4	
W0000398-1	2008-09-15	C162885-0003	MOE	1.3	
W0000398-1	2009-10-19	C172097-0001	MOE	2.3	
W0000398-1	2010-11-07	C181543-0001	MOE	3.9	
W0000398-1	2011-11-23	C190664-0001	MOE		
W0000399-1	2004-05-26	C115749-0001	MOE	6.4	
W0000399-1	2006-12-04	510861	ACCUTEST LABORATORIES LTD		
W0000399-1	2008-11-18	C164662-0001	MOE	0.82	
W0000399-1	2009-11-16	C172988-0001	MOE	1.5	
W0000399-1	2010-11-15	C181666-0001	MOE	6.2	
W0000399-1	2011-11-22	C190741-0001	MOE		
W0000399-1	2012-11-19	C199356-0001	MOE	4.6	
W0000399-1	2013-10-18	C207300-0001	MOE	17.0	Ionic balance > 5%, use with caution;
W0000399-1	2014-10-24	C215942-0001	MOE		
W0000400-2	2004-06-24	C116805-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Cations missing;
W0000400-2	2015-11-02	C225263-0001	MOE	6.6	
W0000400-3	2004-06-24	C116755-0001	MOE	4.9	
W0000400-3	2006-11-30	510860	ACCUTEST LABORATORIES LTD		Aluminum suspect;
W0000400-3	2007-12-06	592962	ACCUTEST LABORATORIES LTD		 
W0000400-3	2008-10-30	C164213-0001	MOE	2.0	
W0000400-3	2009-11-12	C172986-0001	MOE	7.8	
W0000400-3	2010-11-01	C181499-0001	MOE	7.1	
W0000400-3	2011-11-24	C190740-0001	MOE		Ionic balance > 5%, use with caution; Inconsistent with other results;
W0000400-3	2012-11-21	C199357-0001	MOE	3.6	
W0000400-3	2013-10-17	C207301-0001	MOE	4.5	
W0000400-3	2014-10-24	C215943-0001	MOE		
W0000400-3	2015-11-02	C225264-0001	MOE	1.1	
W0000401-1	2004-06-21	C116581-0001	MOE	5.1	
W0000401-1	2015-11-03	C225262-0001	MOE	4.2	
W0000402-1	2004-06-02	C115917-0001	MOE	3.9	
W0000402-1	2005-09-20	C130168-0001	MOE	5.3	
W0000402-1	2014-06-05	C211884-0001	MOE	8.3	
W0000403-1	2004-05-06	C115158-0001	MOE	2.4	
W0000403-1	2007-09-21	B07-29104-31	Caduceon Environmental Laboratories	0.461	 
W0000403-1	2007-09-21	B07-29104-30	Caduceon Environmental Laboratories	0.33399999999999996	
W0000403-1	2008-10-29	C164172-0001	MOE	9.3	
W0000403-1	2009-10-19	C172418-0004	MOE	3.4	
W0000403-1	2010-12-06	C182218-0002	MOE	3.8	
W0000403-1	2011-11-09	C190404-0001	MOE	140.0	
W0000403-1	2012-10-25	C198481-0005	MOE	0.48	
W0000403-1	2013-10-22	C207381-0003	MOE	13.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000403-1	2014-11-11	C216348-0001	MOE	29.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000403-1	2015-11-26	C225838-0002	MOE	15.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000404-1	2004-05-06	C115158-0002	MOE	13.0	Use with caution - Inconsistent with other results
W0000404-1	2005-09-22	C130269-0001	MOE	31.0	Ionic balance > 10%, use with caution; Magnesium suspect; Chromium suspect
W0000404-1	2007-09-20	B07-29104-16	Caduceon Environmental Laboratories	9.12	Ionic balance > 5%, use with caution; Sodium suspect; Selenium suspect;
W0000404-1	2009-10-22	C172420-0003	MOE	9.4	
W0000404-1	2013-10-23	C207403-0007	MOE	2.0	
W0000404-1	2014-10-21	C215842-0007	MOE	4.6	
W0000404-1	2015-09-23	C223610-0007	MOE	9.3	
W0000405-1	2007-05-24	C152013-0001	MOE	16.0	Ionic balance > 5%, use with caution;
W0000405-1	2008-10-22	C163977-0002	MOE	37.0	Ionic balance > 15%, use with caution; Calcium suspect
W0000405-1	2009-12-02	C173367-0001	MOE	0.8	
W0000405-1	2010-11-03	C181426-0002	MOE	0.57	
W0000405-1	2011-12-07	C191009-0002	MOE		
W0000405-1	2012-10-02	C197754-0004	MOE	12.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000405-1	2013-10-16	C207105-0002	MOE	6.8	
W0000405-1	2014-10-01	C215137-0001	MOE	0.15	
W0000405-1	2015-10-21	C224700-0001	MOE		
W0000406-1	2004-03-24	C114161-0001	MOE	0.97	
W0000406-1	2005-11-21	J58145	Maxxam Analytics Inc 	0.165	 
W0000406-1	2006-10-16	O90988	Maxxam Analytics Inc 	1.43	Ionic balance > 5%, use with caution;
W0000406-1	2008-11-19	C164663-0001	MOE	5.6	
W0000406-1	2009-09-29	C171500-0002	MOE	8.1	
W0000406-1	2010-09-20	C180123-0001	MOE	11.0	
W0000406-1	2010-11-02	C181393-0001	MOE	13.0	
W0000406-1	2011-04-13	C184373-0001	MOE		
W0000406-1	2011-07-12	C186681-0001	MOE		
W0000406-1	2011-09-19	C188703-0003	MOE		
W0000406-1	2012-04-16	C193239-0001	MOE	2.9	
W0000406-1	2013-04-30	C202091-0001	MOE	5.1	
W0000406-1	2013-07-10	C204159-0001	MOE	9.7	
W0000406-1	2013-09-11	C205943-0005	MOE	2.5	
W0000406-1	2014-07-21	C213070-0001	MOE	9.2	
W0000406-1	2014-09-24	C214865-0005	MOE	7.8	
W0000406-1	2015-04-15	C219022-0001	MOE	3.6	
W0000406-1	2015-07-22	C221663-0001	MOE	5.4	
W0000406-1	2015-09-09	C223085-0005	MOE	5.5	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000407-1	2004-03-02	C113611-0001	MOE	9.1	Selenium suspect
W0000407-1	2005-10-05	B05-28324-2	Caduceon Environmental Laboratories	5.79	Ionic balance > 5%, use with caution; Chloride suspect;
W0000407-1	2005-10-06	C130807-0001	MOE	10.0	Selenium suspect
W0000408-1	2004-11-01	C120667-0001	MOE	1.9	
W0000408-1	2007-04-18	R90929	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution; Inconsistent with other results;
W0000408-1	2007-09-04	U51115	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution; Inconsistent with other results;
W0000408-1	2008-05-21	Y78789	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution; Inconsistent with other results;
W0000408-1	2008-10-08	C163580-0001	MOE	2.2	
W0000408-1	2009-10-15	C172018-0001	MOE	3.1	
W0000408-1	2010-10-12	C180749-0003	MOE	4.7	
W0000408-1	2011-10-27	C189877-0001	MOE	1.0	
W0000408-1	2012-10-16	C198170-0003	MOE	9.0	
W0000408-1	2013-11-07	C207833-0001	MOE	14.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000408-1	2014-10-22	C215841-0001	MOE	4.5	
W0000408-1	2015-10-22	C224699-0001	MOE	7.1	
W0000409-1	2004-04-06	C114518-0001	MOE	0.68	
W0000409-1	2005-10-03	C130656-0001	MOE	2.8	
W0000409-1	2008-09-15	C162885-0002	MOE	26.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000409-1	2009-10-19	C172097-0002	MOE	12.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000409-1	2010-11-08	C181543-0002	MOE	12.0	
W0000409-1	2011-11-23	C190664-0002	MOE		Ionic balance > 5%, use with caution;
W0000409-1	2012-10-16	C198164-0003	MOE	1.8	
W0000409-1	2013-09-25	C206397-0001	MOE	0.57	
W0000409-1	2014-11-03	C216136-0001	MOE	3.6	
W0000409-1	2015-11-02	C225099-0001	MOE	9.4	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000410-1	2004-04-06	C114520-0001	MOE	4.5	
W0000411-2	2004-10-29	C120653-0003	MOE	4.8	
W0000411-2	2005-10-25	B05-30440-4	Caduceon Environmental Laboratories	3.27	Error with Well ID (the analytical results belong to W0000214-1)
W0000411-2	2006-05-11	B06-13651-2	Caduceon Environmental Laboratories	1.56	
W0000411-2	2006-10-18	B06-32010-2	Caduceon Environmental Laboratories	1.76	
W0000411-2	2008-10-28	C164125-0001	MOE	2.7	
W0000411-2	2009-10-01	C171848-0002	MOE	5.6	
W0000411-2	2010-10-29	C181302-0001	MOE	2.6	
W0000411-2	2011-08-16	C187779-0001	MOE		
W0000411-2	2012-08-15	C196510-0002	MOE	1.5	
W0000411-2	2013-10-10	C206936-0001	MOE	0.12	
W0000411-2	2014-10-27	C215992-0001	MOE	4.1	
W0000411-2	2015-10-20	C224639-0001	MOE	2.3	
W0000411-3	2004-10-29	C120653-0002	MOE	2.3	
W0000411-3	2005-09-29	C130591-0001	MOE	3.9	
W0000411-3	2008-10-28	C164125-0002	MOE	3.9	
W0000411-3	2009-11-17	C172989-0004	MOE	7.3	Use with caution - Inconsistent with other results; Chloride, Sodium suspect
W0000411-3	2010-10-29	C181302-0002	MOE	0.28	
W0000411-3	2011-08-16	C187780-0001	MOE		
W0000411-3	2012-08-15	C196510-0003	MOE	2.6	
W0000411-3	2013-09-04	C205786-0001	MOE		
W0000412-1	2004-10-29	C120653-0001	MOE	2.2	
W0000412-1	2010-10-29	C181302-0003	MOE	30.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000413-1	2005-09-28	C130583-0003	MOE	6.7 	
W0000413-1	2010-05-04	C176203-0001	MOE	 [ NDID  ] 	Ionic balance > 10%, use with caution;
W0000413-1	2010-11-17	C181744-0001	MOE	14 	Ionic balance > 5%, use with caution;
W0000413-1	2011-11-22	C190633-0001	MOE		
W0000413-1	2012-10-25	C198474-0001	MOE	16	Ionic balance > 10%, use with caution;
W0000413-1	2013-10-23	C207402-0001	MOE	13	Ionic balance > 5%, use with caution;
W0000413-1	2015-09-23	C223569-0001	MOE		
W0000414-1	2004-06-24	C116660-0001	MOE	5.6 	
W0000414-1	2010-05-04	C176203-0002	MOE	 [ NDID  ] 	
W0000414-1	2010-11-17	C181744-0002	MOE	1.2 	
W0000414-1	2011-11-22	C190633-0002	MOE		
W0000415-1	2005-09-28	C130621-0001	MOE	2.9 	
W0000415-1	2010-05-06	C176203-0003	MOE	 [ NDID  ] 	
W0000415-1	2010-11-05	C181493-0001	MOE	4.6 	
W0000415-1	2011-11-22	C190633-0003	MOE		
W0000415-1	2012-10-25	C198474-0002	MOE	6.9	
W0000415-1	2013-10-24	C207402-0002	MOE	3.9	
W0000415-1	2015-10-01	C223885-0001	MOE	1.6	
W0000416-1	2004-06-24	C116661-0001	MOE	4.8 	
W0000416-1	2010-05-05	C176203-0004	MOE	 [ NDID  ] 	
W0000417-1	2005-09-27	C130621-0003	MOE	5.1 	
W0000417-1	2010-05-06	C176203-0005	MOE	 [ NDID  ] 	
W0000417-1	2010-11-18	C181744-0003	MOE	1.6 	
W0000417-1	2011-11-15	C190456-0001	MOE		
W0000417-1	2012-10-24	C198474-0003	MOE	5.1	
W0000417-1	2013-10-23	C207402-0003	MOE	2.3	
W0000417-1	2014-11-06	C216281-0001	MOE	3.8	
W0000417-1	2015-09-29	C223885-0002	MOE	2.3	
W0000418-1	2005-09-28	C130583-0002	MOE	5.1 	
W0000418-1	2010-05-05	C176203-0006	MOE	 [ NDID  ] 	
W0000418-1	2010-11-05	C181493-0003	MOE	3 	
W0000418-1	2011-11-23	C190633-0004	MOE		
W0000418-1	2012-11-01	C198641-0001	MOE	4	
W0000418-1	2013-10-22	C207402-0004	MOE	1.1	
W0000418-1	2015-09-23	C223569-0002	MOE		
W0000419-1	2005-09-28	C130583-0001	MOE	4.2 	
W0000419-1	2010-05-05	C176203-0007	MOE	 [ NDID  ] 	
W0000419-1	2010-11-17	C181744-0004	MOE	1.4 	
W0000419-1	2011-11-23	C190633-0005	MOE		
W0000419-1	2012-11-01	C198641-0002	MOE	1.3	
W0000419-1	2013-10-22	C207402-0005	MOE	0.67	
W0000419-1	2015-09-23	C223569-0003	MOE		Ionic balance > 5%, use with caution; Sulphate suspect; Fluoride suspect
W0000420-1	2005-09-29	C130584-0001	MOE	5.9 	
W0000420-1	2010-05-05	C176203-0008	MOE	 [ NDID  ] 	
W0000420-1	2010-11-04	C181493-0002	MOE	3.8 	
W0000420-1	2011-11-15	C190456-0002	MOE	510	Ionic balance > 60%, use with caution; Cations suspect
W0000420-1	2012-11-01	C198641-0003	MOE	3.4	
W0000420-1	2013-10-24	C207402-0006	MOE	1.6	
W0000420-1	2015-09-21	C223569-0004	MOE		
W0000421-1	2006-09-21	C146550-0001	MOE	11.0	
W0000421-1	2007-06-13	S89249	Maxxam Analytics Inc 	0.2	
W0000421-1	2008-10-30	C164171-0001	MOE	5.2	
W0000421-1	2009-10-08	C171809-0001	MOE	4.8	
W0000421-1	2010-10-18	C180815-0001	MOE	0.52	
W0000421-1	2011-09-28	C188955-0001	MOE		
W0000421-1	2012-10-10	C197898-0001	MOE	16.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000421-1	2013-09-16	C206058-0001	MOE		Ionic balance > 10%, use with caution; Alkalinity suspect
W0000421-1	2014-09-15	C214592-0001	MOE	0.21	
W0000421-1	2015-09-14	C223247-0001	MOE	5.1	
W0000423-1	2006-04-11	C135847-0001	MOE		
W0000423-1	2008-11-06	C164356-0001	MOE	2.5	
W0000423-1	2010-01-21	C174200-0001	MOE	0.72	
W0000423-1	2010-09-09	C179791-0001	MOE	2.6	
W0000423-1	2011-10-24	C189768-0001	MOE	4.1	
W0000423-1	2012-10-16	C198097-0001	MOE	6.5	
W0000423-1	2013-10-16	C207057-0001	MOE	1.7	
W0000423-1	2014-11-04	C216186-0001	MOE	1.4	
W0000423-1	2015-10-05	C223973-0001	MOE	0.54	
W0000424-1	2006-04-11	C135846-0001	MOE		
W0000424-1	2008-11-06	C164356-0002	MOE	1.5	
W0000424-1	2010-01-20	C174166-0001	MOE	0.3	
W0000424-1	2010-09-09	C179791-0002	MOE	3.2	
W0000424-1	2011-10-24	C189768-0002	MOE	4.1	
W0000424-1	2012-10-16	C198097-0002	MOE	9.7	
W0000424-1	2013-10-16	C207057-0002	MOE	2.9	
W0000424-1	2014-11-04	C216186-0002	MOE	3.0	
W0000424-1	2015-10-13	C224415-0001	MOE	6.3	
W0000425-1	2005-10-06	C130945-0001	MOE	1.7	
W0000425-1	2008-11-27	C164902-0001	MOE	3.2	
W0000425-1	2009-12-16	C173687-0001	MOE	3.8	
W0000425-1	2010-09-08	C179790-0001	MOE	5.4	
W0000425-1	2011-10-18	C189583-0001	MOE	0.76	
W0000425-1	2012-11-07	C198826-0001	MOE	7.7	
W0000425-1	2013-11-12	C207894-0001	MOE	6.8	
W0000425-1	2014-11-25	C216637-0003	MOE	8.6	
W0000425-1	2015-09-23	C223571-0001	MOE		
W0000426-1	2007-06-22	T17030	Maxxam Analytics Inc 	0.87	 
W0000426-1	2008-11-27	C164903-0001	MOE	0.84	
W0000426-1	2010-03-24	C175360-0001	MOE	1.2	
W0000427-1	2005-12-08	C132841-0001	MOE	3.9	
W0000427-1	2008-11-06	C164356-0003	MOE	3.6	
W0000427-1	2010-03-18	C175263-0001	MOE	4.8	
W0000427-1	2010-09-21	C180069-0001	MOE	3.0	
W0000427-1	2011-10-04	C189053-0001	MOE		
W0000427-1	2012-10-23	C198355-0001	MOE	2.3	
W0000427-1	2013-10-08	C206834-0002	MOE	6.7	
W0000427-1	2014-11-10	C216374-0001	MOE	4.8	
W0000427-1	2015-10-05	C223974-0001	MOE	1.5	
W0000428-1	2006-04-03	C135512-0001	MOE		
W0000428-1	2008-11-24	C164787-0001	MOE	3.3	
W0000428-1	2010-01-11	C173915-0001	MOE	1.2	
W0000428-1	2010-09-08	C179790-0002	MOE	5.0	
W0000428-1	2011-10-04	C189053-0002	MOE		
W0000428-1	2012-10-23	C198355-0002	MOE	1.2	
W0000428-1	2013-10-30	C207591-0001	MOE	5.1	
W0000428-1	2014-11-10	C216374-0002	MOE	4.6	
W0000428-1	2015-10-08	C224149-0001	MOE	25.0	Ionic balance > 10%, use with caution; Calcium, Alkalinity suspect
W0000429-1	2006-06-14	C140906-0001	MOE	2.3	
W0000429-1	2008-11-04	C164216-0001	MOE	3.1	
W0000429-1	2010-03-25	C175359-0002	MOE	4.8	
W0000429-1	2010-11-02	C181338-0001	MOE	1.4	
W0000429-1	2011-11-07	C190215-0001	MOE		
W0000429-1	2012-09-25	C197519-0001	MOE	1.9	
W0000429-1	2013-09-25	C206398-0001	MOE	3.4	
W0000429-1	2014-11-03	C216139-0001	MOE	0.6	
W0000429-1	2015-09-28	C223704-0001	MOE	3.4	
W0000430-1	2006-06-14	C140907-0001	MOE	3.1	
W0000430-1	2007-06-14	S75221	Maxxam Analytics Inc 		 
W0000430-1	2008-10-27	C164024-0001	MOE	12.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000430-1	2009-10-22	C172280-0001	MOE	5.0	
W0000430-1	2010-11-02	C181338-0002	MOE	3.2	
W0000430-1	2011-11-07	C190215-0002	MOE	1.0	
W0000430-1	2012-09-25	C197519-0002	MOE	0.24	
W0000430-1	2013-09-25	C206398-0002	MOE	5.3	
W0000430-1	2014-11-03	C216139-0002	MOE	200.0	Ionic balance > 40%, use with caution; Sulphate suspect
W0000430-1	2015-09-28	C223706-0001	MOE	11.0	
W0000431-1	2004-09-28	C119645-0001	MOE	2.1	
W0000431-1	2006-11-09	P42750	Maxxam Analytics Inc 	0.742	 
W0000431-1	2007-03-26	R51638	Maxxam Analytics Inc 	0.18899999999999997	 
W0000431-1	2008-09-16	C162965-0001	MOE	0.83	
W0000431-1	2009-10-14	C171994-0003	MOE	3.1	
W0000431-1	2010-10-20	C180970-0001	MOE	0.13	
W0000431-1	2011-11-15	C190406-0001	MOE	57.0	Ionic balance > 20%, use with caution; Calcium, Magnesium suspect
W0000431-1	2012-10-17	C198158-0001	MOE	13.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000431-1	2013-10-30	C207595-0001	MOE	10.0	
W0000431-1	2014-10-20	C215712-0001	MOE	9.0	
W0000431-1	2015-10-06	C224067-0001	MOE	3.5	
W0000432-1	2004-08-25	C118615-0001	MOE	1.7	Aluminum suspect;
W0000432-1	2006-04-20	L64570	Maxxam Analytics Inc 		 
W0000432-1	2006-04-20	B06-11196-1	Caduceon Environmental Laboratories		Incomplete General Chemistry - Nutrients only - see analyses L64570 for General Chemistry and Metals
W0000432-1	2007-09-25	CA10730-SEP07-8	SGS Lakefield Research Limited		Incomplete General Chemistry - CATIONS missing; Alkalinity missing
W0000432-1	2008-09-29	C163367-0003	MOE	6.6	
W0000432-1	2009-10-05	C171806-0003	MOE	12.0	Ionic balance > 5%, use with caution;
W0000432-1	2010-09-27	C180400-0004	MOE	4.3	
W0000432-1	2011-10-04	C189285-0001	MOE	0.51	
W0000432-1	2012-09-28	C197661-0004	MOE	7.8	
W0000432-1	2013-09-30	C206564-0003	MOE	9.8	
W0000432-1	2014-10-01	C215099-0003	MOE	2.7	
W0000432-1	2015-10-13	C224417-0003	MOE	0.67	
W0000435-1	2006-05-25	C139046-0001	MOE	0.65	
W0000435-1	2006-11-09	P42745	Maxxam Analytics Inc 	6.07	Ionic balance > 5%, use with caution;
W0000435-1	2007-03-27	R54216	Maxxam Analytics Inc 	1.77	 
W0000435-1	2008-09-16	C162965-0004	MOE	1.5	
W0000435-1	2009-10-14	C171994-0004	MOE	0.69	
W0000435-1	2010-09-23	C180174-0001	MOE	1.1	
W0000435-1	2011-10-26	C189824-0001	MOE	4.4	
W0000435-1	2012-10-15	C198037-0001	MOE	4.4	
W0000435-1	2013-10-08	C206836-0001	MOE	0.12	
W0000435-1	2014-10-22	C215844-0001	MOE	2.5	
W0000435-1	2015-09-28	C223708-0001	MOE	3.4	
W0000436-1	2005-11-29	C132503-0001	MOE	8.9	
W0000436-1	2006-11-09	P42751	Maxxam Analytics Inc 	2.99	 
W0000436-1	2007-03-26	R51637	Maxxam Analytics Inc 	1.96	 
W0000436-1	2008-09-16	C162965-0003	MOE	7.6	
W0000436-1	2009-10-13	C171994-0005	MOE	1.7	
W0000436-1	2010-10-18	C180822-0001	MOE	0.85	
W0000436-1	2011-10-18	C189525-0001	MOE	3.5	
W0000436-1	2012-10-09	C197844-0001	MOE	3.2	
